100015658,1005115,100068488,100068493:26
100015658,1005115,1004226,100068488:20
100015658,1005115,1004226,1004227:22
100015658,1005115,1004226,1004249:33
100015658,1005115,1004226,1004659:21
100015658,1005115,1004226,1005116:23
100015658,1005115,1004226,4804056:20
100015658,1005115,1004659,100068488:21
100015658,1005115,1004873,100068488:25
100015658,1005115,1004873,100068493:21
100015658,1005115,1005116,1004249:22
100015658,1005284,100068488,100068493:22
100015658,1005284,1004226,1004249:20
100015658,1005284,1005115,100068493:20
100015658,1005284,1005115,1004226:28
100015658,1005284,1005115,1004249:23
100017960,1004873,100068488,100068493:23
100017960,1005115,1004226,1004249:24
100019252,100033708,1005239,1005253:22
100019252,100041313,100009754,1005223:20
100019252,100041313,1005204,1005223:24
100019252,100041313,1005239,1005253:21
100019252,100041313,1005253,1005223:20
100019252,100068488,100068493,1004870:20
100019252,100068488,100068493,1005223:22
100019252,100068488,1004836,1005223:22
100019252,100068488,1005223,1004870:20
100019252,1004785,100068488,100068493:20
100019252,1004785,100068488,1004836:21
100019252,1004785,100068488,1005223:21
100019252,1004785,100068493,1005223:21
100019252,1004785,1004836,1005223:20
100019252,1004785,1004873,100068488:22
100019252,1004785,1005253,100068488:20
100019252,1004785,1005253,100068493:21
100019252,1004785,1005253,1005223:22
100019252,1004873,100068488,100068493:21
100019252,1004873,100068488,1005223:20
100019252,1004957,1005239,1005253:21
100019252,1005115,100068488,100068493:20
100019252,1005115,1004226,1004249:20
100019252,1005115,1005253,100068488:22
100019252,1005161,100009754,1005223:20
100019252,1005161,100041313,1005204:25
100019252,1005161,100041313,1005223:34
100019252,1005161,100041313,1005239:22
100019252,1005161,100041313,1005253:23
100019252,1005161,100068488,100068493:22
100019252,1005161,100068488,1004836:21
100019252,1005161,100068488,1004870:23
100019252,1005161,100068488,1005223:27
100019252,1005161,100068493,1005223:22
100019252,1005161,1004781,1005223:21
100019252,1005161,1004785,100068488:21
100019252,1005161,1004785,1004836:21
100019252,1005161,1004785,1005223:24
100019252,1005161,1004836,1005223:23
100019252,1005161,1004873,100068488:23
100019252,1005161,1005204,1005223:25
100019252,1005161,1005212,1005223:22
100019252,1005161,1005223,1004838:21
100019252,1005161,1005223,1005264:26
100019252,1005161,1005239,100068488:23
100019252,1005161,1005239,1005223:28
100019252,1005161,1005239,1005253:28
100019252,1005161,1005239,1005264:21
100019252,1005161,1005253,100068488:27
100019252,1005161,1005253,100068493:22
100019252,1005161,1005253,1005223:31
100019252,1005161,1005253,1005264:20
100019252,1005161,1005287,100041313:20
100019252,1005161,1005287,1005223:24
100019252,1005161,1005287,1005239:27
100019252,1005161,1005287,1005253:28
100019252,1005161,1005287,1005264:20
100019252,1005212,100068488,100068493:23
100019252,1005212,100068488,1004856:20
100019252,1005212,100068488,1004870:21
100019252,1005212,100068488,1005223:21
100019252,1005212,1005253,100068488:20
100019252,1005239,100068488,100068493:22
100019252,1005239,100068488,1005223:21
100019252,1005239,1004873,100068488:21
100019252,1005239,1005223,1005264:20
100019252,1005239,1005253,100068488:25
100019252,1005239,1005253,100068493:22
100019252,1005239,1005253,1005223:25
100019252,1005253,100068488,100068493:25
100019252,1005253,100068488,1004249:21
100019252,1005253,100068488,1004870:21
100019252,1005253,100068488,1005223:23
100019252,1005253,100068493,1005223:20
100019252,1005253,1004781,1005223:22
100019252,1005253,1004873,100068488:23
100019252,1005253,1005223,1005264:20
100019252,1005287,100041313,1005253:20
100019252,1005287,1005239,1005223:20
100019252,1005287,1005239,1005253:27
100019252,1005287,1005239,1005264:20
100019252,1005287,1005253,100068488:23
100019252,1005287,1005253,1005223:21
100023426,100003338,100106207,100051366:22
100023426,100023514,100003338,100051366:22
100023426,100023514,100051366,1307582:20
100023426,100023514,100106207,100051366:27
100023426,100023514,100115405,100051366:25
100023426,100104481,100003338,100051366:23
100023426,100104481,100003338,100106207:20
100023426,100104481,100023514,100051366:26
100023426,100104481,100023514,100106207:22
100023426,100104481,100106207,100051366:25
100023426,100104481,100115405,100051366:20
100023500,100019252,1005161,1005223:20
100023500,100019252,1005239,1005253:21
100023500,100019252,1005287,1005239:20
100023500,100019252,1005287,1005253:22
100023500,100033708,1005158,1005253:25
100023500,100033708,1005239,1005253:26
100023500,100033708,1005287,1005253:23
100023500,100041324,1005160,100019252:20
100023500,100041324,1005160,1005239:22
100023500,100041324,1005160,1005253:27
100023500,100041324,1005160,1005287:20
100023500,100041324,1005221,1005253:20
100023500,100041324,1005239,1005253:22
100023500,100065078,1005160,1005239:20
100023500,100065078,1005160,1005253:24
100023500,100065078,1005239,1005253:20
100023500,1004767,100019252,1005239:20
100023500,1004767,100019252,1005253:20
100023500,1004767,100033708,1005239:20
100023500,1004767,100033708,1005253:20
100023500,1004767,1005239,100068488:21
100023500,1004767,1005239,1005253:29
100023500,1004767,1005253,100068488:23
100023500,1004767,1005287,100068488:21
100023500,1004767,1005287,1005239:27
100023500,1004767,1005287,1005253:26
100023500,1004785,1005239,1005253:20
100023500,1005158,1005239,1005253:22
100023500,1005159,100019252,1005223:21
100023500,1005159,100033708,1005239:20
100023500,1005159,100033708,1005253:21
100023500,1005159,1004767,100019252:20
100023500,1005159,1004767,1005239:23
100023500,1005159,1004767,1005253:22
100023500,1005159,1004767,1005287:21
100023500,1005159,1005158,1005253:21
100023500,1005159,1005160,100019252:26
100023500,1005159,1005160,100033708:20
100023500,1005159,1005160,100068488:23
100023500,1005159,1005160,1004767:26
100023500,1005159,1005160,1005161:23
100023500,1005159,1005160,1005223:24
100023500,1005159,1005160,1005239:29
100023500,1005159,1005160,1005253:25
100023500,1005159,1005160,1005287:24
100023500,1005159,1005161,1005223:20
100023500,1005159,1005217,1005160:24
100023500,1005159,1005239,1005253:23
100023500,1005159,1005287,1005239:20
100023500,1005159,1005287,1005253:22
100023500,1005160,100019252,100041313:22
100023500,1005160,100019252,1005161:21
100023500,1005160,100019252,1005223:22
100023500,1005160,100019252,1005239:28
100023500,1005160,100019252,1005253:25
100023500,1005160,100019252,1005287:26
100023500,1005160,100033708,1005239:23
100023500,1005160,100033708,1005253:28
100023500,1005160,100041313,1005239:22
100023500,1005160,100041313,1005253:20
100023500,1005160,1004767,100019252:23
100023500,1005160,1004767,100033708:20
100023500,1005160,1004767,100068488:24
100023500,1005160,1004767,1004873:20
100023500,1005160,1004767,1005161:21
100023500,1005160,1004767,1005223:20
100023500,1005160,1004767,1005239:36
100023500,1005160,1004767,1005253:32
100023500,1005160,1004767,1005287:28
100023500,1005160,1004785,1005239:24
100023500,1005160,1004785,1005253:24
100023500,1005160,1004957,1005239:24
100023500,1005160,1004957,1005253:21
100023500,1005160,1004957,1005287:20
100023500,1005160,1005115,1005239:20
100023500,1005160,1005115,1005253:20
100023500,1005160,1005115,1005287:21
100023500,1005160,1005158,1005239:21
100023500,1005160,1005158,1005253:27
100023500,1005160,1005161,1005223:25
100023500,1005160,1005161,1005239:24
100023500,1005160,1005161,1005253:24
100023500,1005160,1005161,1005287:21
100023500,1005160,1005212,1005253:20
100023500,1005160,1005239,100068488:25
100023500,1005160,1005239,1004873:20
100023500,1005160,1005239,1005223:22
100023500,1005160,1005239,1005253:43
100023500,1005160,1005253,100068488:25
100023500,1005160,1005253,1004873:22
100023500,1005160,1005253,1005223:22
100023500,1005160,1005287,100041313:20
100023500,1005160,1005287,100068488:23
100023500,1005160,1005287,1005223:24
100023500,1005160,1005287,1005239:36
100023500,1005160,1005287,1005253:38
100023500,1005203,1005217,1005160:21
100023500,1005217,1004767,1005253:20
100023500,1005217,1005160,100019252:22
100023500,1005217,1005160,100068488:20
100023500,1005217,1005160,1004767:24
100023500,1005217,1005160,1005161:21
100023500,1005217,1005160,1005239:31
100023500,1005217,1005160,1005253:26
100023500,1005217,1005160,1005287:28
100023500,1005217,1005239,1005253:24
100023500,1005217,1005287,1005239:22
100023500,1005217,1005287,1005253:23
100023500,1005221,100019252,1005253:21
100023500,1005221,100033708,1005158:20
100023500,1005221,100033708,1005239:21
100023500,1005221,100033708,1005253:28
100023500,1005221,100033708,1005287:21
100023500,1005221,100065078,1005253:20
100023500,1005221,1004767,1005239:23
100023500,1005221,1004767,1005253:24
100023500,1005221,1004767,1005287:22
100023500,1005221,1005158,1005253:26
100023500,1005221,1005159,100033708:21
100023500,1005221,1005159,1005160:22
100023500,1005221,1005159,1005239:20
100023500,1005221,1005159,1005253:22
100023500,1005221,1005159,1005287:20
100023500,1005221,1005160,100033708:20
100023500,1005221,1005160,1004767:23
100023500,1005221,1005160,1005158:20
100023500,1005221,1005160,1005161:22
100023500,1005221,1005160,1005223:20
100023500,1005221,1005160,1005239:27
100023500,1005221,1005160,1005253:37
100023500,1005221,1005160,1005287:30
100023500,1005221,1005161,1005253:22
100023500,1005221,1005239,1005253:31
100023500,1005221,1005253,1005223:20
100023500,1005221,1005287,1005158:20
100023500,1005221,1005287,1005239:28
100023500,1005221,1005287,1005253:36
100023500,1005239,1005253,100068488:21
100023500,1005287,1005158,1005253:21
100023500,1005287,1005239,100068488:20
100023500,1005287,1005239,1005253:36
100023500,1005287,1005253,100068488:20
100023500,1005287,1005253,1005223:20
100023514,100003338,100106207,100051366:23
100023514,100106207,100051366,1307582:20
100023514,100106207,100115405,100051366:22
100033708,1004785,100068493,1004870:20
100033708,1004785,1005158,1005253:20
100033708,1004785,1005239,1005253:25
100033708,1004785,1005253,100068488:20
100033708,1004785,1005253,100068493:24
100033708,1004785,1005253,1004870:22
100033708,1004873,100068488,1004870:20
100033708,1004957,1005023,1005253:28
100033708,1004957,1005239,1005253:27
100033708,1004957,1005287,1005253:20
100033708,1005023,1005158,1005253:28
100033708,1005023,1005239,1005253:23
100033708,1005023,1005253,100068493:22
100033708,1005023,1005253,1004873:22
100033708,1005101,1005158,1005253:22
100033708,1005158,1005239,1005253:32
100033708,1005158,1005253,100009754:20
100033708,1005158,1005253,100068493:22
100033708,1005158,1005253,100070533:28
100033708,1005158,1005253,1004870:21
100033708,1005158,1005253,1004873:25
100033708,1005239,1005253,100068488:27
100033708,1005239,1005253,100068493:28
100033708,1005239,1005253,100070533:20
100033708,1005239,1005253,1004870:21
100033708,1005239,1005253,1004873:24
100033708,1005239,1005253,1005223:26
100033708,1005253,100009754,1005223:21
100033708,1005253,100068488,100068493:25
100033708,1005253,100068488,1004870:20
100033708,1005253,100068493,1004870:26
100033708,1005253,1004873,100068488:23
100033708,1005253,1004873,100068493:28
100033708,1005253,1004873,100070533:20
100033708,1005253,1004873,1004870:26
100033708,1005287,1005158,1005253:23
100033708,1005287,1005239,1005253:33
100033708,1005287,1005253,100068493:20
100036138,4804055,4804718,4804056:20
100041324,100019252,1004785,100068488:20
100041324,100019252,1004873,100068488:20
100041324,100019252,1005161,100068488:25
100041324,100019252,1005161,1005223:21
100041324,100019252,1005161,1005239:21
100041324,100019252,1005161,1005253:22
100041324,100019252,1005161,1005287:20
100041324,100019252,1005239,100068488:20
100041324,100019252,1005239,1005253:21
100041324,100019252,1005253,100068488:24
100041324,100019252,1005287,1005253:22
100041324,100033708,1004785,1005253:21
100041324,100033708,1004957,1005253:21
100041324,100033708,1005023,1005253:26
100041324,100033708,1005158,1005253:32
100041324,100033708,1005239,1005253:27
100041324,100033708,1005253,100068493:24
100041324,100033708,1005253,100070533:23
100041324,100033708,1005253,1004873:22
100041324,100033708,1005287,1005253:25
100041324,100043003,100068488,100068493:24
100041324,100043003,100068488,100070533:20
100041324,100043003,1003712,100068488:20
100041324,100043003,1004785,100068488:23
100041324,100043003,1004873,100068488:24
100041324,100043003,1004873,100068493:20
100041324,100043003,1004873,100070533:20
100041324,100043003,1005160,100068488:26
100041324,100043003,1005160,1004785:23
100041324,100043003,1005160,1005253:22
100041324,100043003,1005253,100068488:20
100041324,100065078,100017960,1004849:23
100041324,100065078,100017960,1005253:21
100041324,100065078,100019252,100068488:22
100041324,100065078,100019252,1005253:24
100041324,100065078,100033708,100068493:20
100041324,100065078,100033708,100070533:22
100041324,100065078,100033708,1005158:22
100041324,100065078,100033708,1005253:34
100041324,100065078,100043003,100068488:22
100041324,100065078,100043003,100070533:21
100041324,100065078,100043003,1004873:22
100041324,100065078,100043003,1005160:20
100041324,100065078,100068488,100068493:32
100041324,100065078,100068488,100070533:28
100041324,100065078,100068488,1004249:27
100041324,100065078,100068488,1004838:20
100041324,100065078,100068488,1004870:22
100041324,100065078,100068488,1005014:28
100041324,100065078,100068493,100070533:34
100041324,100065078,100068493,1004249:23
100041324,100065078,100068493,1004870:25
100041324,100065078,100068493,1005014:31
100041324,100065078,100068496,100068488:23
100041324,100065078,100068496,100068493:27
100041324,100065078,100068496,100070533:21
100041324,100065078,100068496,1004873:25
100041324,100065078,100068496,1005014:20
100041324,100065078,100068496,1005160:22
100041324,100065078,100068496,1005253:21
100041324,100065078,100070533,1004249:23
100041324,100065078,100070533,1004575:20
100041324,100065078,100078501,100068493:21
100041324,100065078,100078501,100070533:41
100041324,100065078,100078501,1004849:21
100041324,100065078,100078501,1004873:21
100041324,100065078,100078501,1005014:20
100041324,100065078,100078501,1005253:27
100041324,100065078,100101230,100068493:21
100041324,100065078,100101230,100070533:20
100041324,100065078,100109769,1005253:20
100041324,100065078,100119386,100070533:20
100041324,100065078,100143638,100068493:25
100041324,100065078,100143638,100070533:21
100041324,100065078,100143638,1003712:20
100041324,100065078,100143638,1004659:22
100041324,100065078,100143638,1004873:23
100041324,100065078,100143638,1005014:24
100041324,100065078,100143638,1005160:20
100041324,100065078,100143638,1005253:23
100041324,100065078,1002544,1005115:21
100041324,100065078,1003712,100068488:23
100041324,100065078,1003712,100068493:23
100041324,100065078,1003712,100070533:31
100041324,100065078,1003712,1004659:28
100041324,100065078,1003712,1004849:21
100041324,100065078,1003712,1004873:24
100041324,100065078,1003712,1005014:25
100041324,100065078,1003712,1005239:20
100041324,100065078,1003712,1005253:26
100041324,100065078,1004226,100068488:23
100041324,100065078,1004226,100068493:21
100041324,100065078,1004226,1004249:27
100041324,100065078,1004226,1005253:26
100041324,100065078,1004653,100068493:21
100041324,100065078,1004653,1005253:20
100041324,100065078,1004659,100068488:26
100041324,100065078,1004659,100068493:25
100041324,100065078,1004659,100070533:33
100041324,100065078,1004659,100119386:22
100041324,100065078,1004659,1003879:20
100041324,100065078,1004659,1004249:20
100041324,100065078,1004659,1004653:21
100041324,100065078,1004659,1004849:26
100041324,100065078,1004659,1004873:28
100041324,100065078,1004659,1005014:26
100041324,100065078,1004659,1005239:20
100041324,100065078,1004659,1005253:27
100041324,100065078,1004767,100068488:29
100041324,100065078,1004767,100068493:23
100041324,100065078,1004767,100070533:25
100041324,100065078,1004767,1004873:26
100041324,100065078,1004767,1005014:21
100041324,100065078,1004767,1005105:20
100041324,100065078,1004767,1005115:24
100041324,100065078,1004767,1005239:23
100041324,100065078,1004767,1005253:29
100041324,100065078,1004767,1005287:20
100041324,100065078,1004781,100068488:21
100041324,100065078,1004781,100068493:20
100041324,100065078,1004785,100068488:26
100041324,100065078,1004785,100068493:23
100041324,100065078,1004785,1004781:21
100041324,100065078,1004785,1004849:21
100041324,100065078,1004785,1004873:23
100041324,100065078,1004785,1005014:21
100041324,100065078,1004785,1005253:30
100041324,100065078,1004849,100068488:25
100041324,100065078,1004849,100068493:24
100041324,100065078,1004849,100070533:28
100041324,100065078,1004849,1004249:20
100041324,100065078,1004849,1004873:23
100041324,100065078,1004849,1005014:20
100041324,100065078,1004873,100068488:35
100041324,100065078,1004873,100068493:37
100041324,100065078,1004873,100070533:29
100041324,100065078,1004873,1004249:20
100041324,100065078,1004873,1004781:23
100041324,100065078,1004873,1004870:23
100041324,100065078,1004873,1005014:30
100041324,100065078,1004957,100068488:28
100041324,100065078,1004957,100068493:22
100041324,100065078,1004957,100070533:28
100041324,100065078,1004957,1004873:20
100041324,100065078,1004957,1005014:22
100041324,100065078,1004957,1005023:23
100041324,100065078,1004957,1005101:20
100041324,100065078,1004957,1005239:23
100041324,100065078,1004957,1005253:33
100041324,100065078,1004957,1005287:22
100041324,100065078,1005014,100070533:27
100041324,100065078,1005023,100068493:21
100041324,100065078,1005023,100070533:27
100041324,100065078,1005023,1005239:21
100041324,100065078,1005023,1005253:31
100041324,100065078,1005073,100068488:20
100041324,100065078,1005073,100070533:25
100041324,100065078,1005073,1004659:23
100041324,100065078,1005073,1005115:25
100041324,100065078,1005073,1005160:22
100041324,100065078,1005073,1005253:20
100041324,100065078,1005101,100070533:23
100041324,100065078,1005101,1005239:21
100041324,100065078,1005101,1005253:27
100041324,100065078,1005105,100068488:26
100041324,100065078,1005105,100070533:23
100041324,100065078,1005105,1004226:21
100041324,100065078,1005105,1004249:25
100041324,100065078,1005105,1004849:23
100041324,100065078,1005105,1005115:38
100041324,100065078,1005105,1005253:28
100041324,100065078,1005115,100068488:33
100041324,100065078,1005115,100068493:26
100041324,100065078,1005115,100070533:31
100041324,100065078,1005115,100078501:26
100041324,100065078,1005115,100119386:20
100041324,100065078,1005115,1003712:20
100041324,100065078,1005115,1004226:31
100041324,100065078,1005115,1004249:36
100041324,100065078,1005115,1004659:26
100041324,100065078,1005115,1004785:21
100041324,100065078,1005115,1004849:26
100041324,100065078,1005115,1004873:22
100041324,100065078,1005115,1004957:25
100041324,100065078,1005115,1005014:20
100041324,100065078,1005115,1005023:23
100041324,100065078,1005115,1005101:20
100041324,100065078,1005115,1005116:21
100041324,100065078,1005115,1005124:21
100041324,100065078,1005115,1005239:26
100041324,100065078,1005115,1005253:41
100041324,100065078,1005115,1005287:21
100041324,100065078,1005115,4804056:23
100041324,100065078,1005116,1004249:22
100041324,100065078,1005116,1005253:20
100041324,100065078,1005135,1005105:28
100041324,100065078,1005135,1005115:27
100041324,100065078,1005158,100070533:21
100041324,100065078,1005158,1005253:28
100041324,100065078,1005159,100068488:24
100041324,100065078,1005159,100070533:21
100041324,100065078,1005159,1004767:22
100041324,100065078,1005159,1005115:23
100041324,100065078,1005159,1005160:32
100041324,100065078,1005159,1005239:20
100041324,100065078,1005159,1005253:28
100041324,100065078,1005160,100009754:20
100041324,100065078,1005160,100019252:25
100041324,100065078,1005160,100033708:21
100041324,100065078,1005160,100068488:40
100041324,100065078,1005160,100068493:30
100041324,100065078,1005160,100070533:35
100041324,100065078,1005160,100078501:20
100041324,100065078,1005160,1003712:22
100041324,100065078,1005160,1004226:22
100041324,100065078,1005160,1004249:30
100041324,100065078,1005160,1004653:20
100041324,100065078,1005160,1004659:25
100041324,100065078,1005160,1004767:28
100041324,100065078,1005160,1004781:24
100041324,100065078,1005160,1004785:30
100041324,100065078,1005160,1004838:20
100041324,100065078,1005160,1004849:28
100041324,100065078,1005160,1004870:22
100041324,100065078,1005160,1004873:31
100041324,100065078,1005160,1004957:31
100041324,100065078,1005160,1005014:25
100041324,100065078,1005160,1005023:29
100041324,100065078,1005160,1005101:22
100041324,100065078,1005160,1005105:26
100041324,100065078,1005160,1005115:37
100041324,100065078,1005160,1005161:27
100041324,100065078,1005160,1005212:20
100041324,100065078,1005160,1005223:23
100041324,100065078,1005160,1005239:28
100041324,100065078,1005160,1005253:48
100041324,100065078,1005160,1005287:27
100041324,100065078,1005161,100068488:23
100041324,100065078,1005161,100068493:20
100041324,100065078,1005161,1005223:20
100041324,100065078,1005161,1005239:22
100041324,100065078,1005161,1005253:27
100041324,100065078,1005163,1005160:20
100041324,100065078,1005163,1005253:22
100041324,100065078,1005212,100068488:20
100041324,100065078,1005212,1005253:23
100041324,100065078,1005217,1005160:26
100041324,100065078,1005217,1005253:25
100041324,100065078,1005239,100068488:25
100041324,100065078,1005239,100068493:23
100041324,100065078,1005239,100070533:27
100041324,100065078,1005239,1004873:23
100041324,100065078,1005239,1005014:21
100041324,100065078,1005239,1005253:37
100041324,100065078,1005253,100009754:22
100041324,100065078,1005253,100068488:37
100041324,100065078,1005253,100068493:31
100041324,100065078,1005253,100070533:43
100041324,100065078,1005253,1003879:20
100041324,100065078,1005253,1004249:29
100041324,100065078,1005253,1004575:23
100041324,100065078,1005253,1004781:23
100041324,100065078,1005253,1004849:27
100041324,100065078,1005253,1004870:23
100041324,100065078,1005253,1004873:34
100041324,100065078,1005253,1005014:29
100041324,100065078,1005253,1005223:20
100041324,100065078,1005284,100068493:21
100041324,100065078,1005284,100070533:20
100041324,100065078,1005284,1004659:20
100041324,100065078,1005287,100068488:21
100041324,100065078,1005287,100070533:24
100041324,100065078,1005287,1005014:20
100041324,100065078,1005287,1005239:27
100041324,100065078,1005287,1005253:32
100041324,100065078,5100816,1005115:23
100041324,100065078,5100816,1005253:23
100041324,100068488,100068493,100068491:23
100041324,100068488,100068493,100068492:26
100041324,100068488,100068493,100070533:24
100041324,100068488,100068493,1004249:25
100041324,100068488,100068493,1004836:23
100041324,100068488,100068493,1004870:24
100041324,100068488,100068493,1005014:29
100041324,100068488,100070533,1004249:21
100041324,100068488,1005014,1004249:20
100041324,100068493,100070533,1004249:20
100041324,100068493,1005014,100070533:20
100041324,100068493,1005014,1004249:21
100041324,100068493,1005014,1004870:23
100041324,100068496,100068488,100068491:22
100041324,100068496,100068488,100068493:31
100041324,100068496,100068488,100070533:21
100041324,100068496,100068488,1004870:21
100041324,100068496,100068488,1005014:21
100041324,100068496,100068493,100070533:23
100041324,100068496,100068493,1004870:23
100041324,100068496,100068493,1005014:25
100041324,100068496,100143638,100068488:20
100041324,100068496,100143638,100068493:22
100041324,100068496,100143638,1004873:21
100041324,100068496,100143638,1005253:20
100041324,100068496,1003712,1005014:20
100041324,100068496,1004659,100068488:20
100041324,100068496,1004659,100068493:23
100041324,100068496,1004659,1004873:21
100041324,100068496,1004659,1005014:20
100041324,100068496,1004767,100068488:25
100041324,100068496,1004767,100068493:23
100041324,100068496,1004873,100068488:28
100041324,100068496,1004873,100068493:29
100041324,100068496,1004873,100070533:22
100041324,100068496,1004873,1004870:20
100041324,100068496,1004873,1005014:22
100041324,100068496,1005115,100068488:23
100041324,100068496,1005115,100068493:21
100041324,100068496,1005160,100068488:24
100041324,100068496,1005160,100068493:25
100041324,100068496,1005160,1004767:21
100041324,100068496,1005160,1004870:21
100041324,100068496,1005160,1004873:23
100041324,100068496,1005160,1005014:20
100041324,100068496,1005160,1005253:22
100041324,100068496,1005253,100068488:23
100041324,100068496,1005253,100068493:25
100041324,100068496,1005253,1004870:20
100041324,100068496,1005253,1004873:23
100041324,100068496,1005284,100068493:20
100041324,100078501,1004659,100070533:20
100041324,100078501,1004873,100070533:20
100041324,100078501,1005023,100070533:20
100041324,100078501,1005253,100070533:26
100041324,100101230,100068488,100068493:20
100041324,100101230,100068493,1005014:22
100041324,100101230,1004873,100068493:21
100041324,100109769,1004873,100068488:20
100041324,100116550,100065078,100068493:21
100041324,100116550,100065078,100070533:31
100041324,100116550,100065078,100078501:23
100041324,100116550,100065078,1004849:21
100041324,100116550,100065078,1005115:23
100041324,100116550,100065078,1005160:21
100041324,100116550,100065078,1005253:20
100041324,100116550,100065078,1005284:23
100041324,100116550,100078501,100070533:21
100041324,100116550,1005115,100068488:21
100041324,100116550,1005115,1004249:22
100041324,100116550,1005160,1005115:21
100041324,100116550,1005160,1005253:23
100041324,100143638,100068488,100068493:25
100041324,100143638,100068493,1005014:25
100041324,100143638,100101230,100068493:22
100041324,100143638,1003712,100068488:20
100041324,100143638,1003712,100068493:20
100041324,100143638,1003712,1004659:20
100041324,100143638,1003712,1004873:21
100041324,100143638,1003712,1005014:23
100041324,100143638,1004659,1004873:21
100041324,100143638,1004659,1005014:20
100041324,100143638,1004767,100068488:21
100041324,100143638,1004767,100068493:20
100041324,100143638,1004767,1004873:20
100041324,100143638,1004785,100068488:20
100041324,100143638,1004785,100068493:20
100041324,100143638,1004873,100068488:26
100041324,100143638,1004873,100068493:25
100041324,100143638,1004873,100070533:22
100041324,100143638,1004873,1004781:20
100041324,100143638,1004873,1005014:21
100041324,100143638,1005160,1005253:21
100041324,100143638,1005253,100068488:21
100041324,100143638,1005253,100068493:24
100041324,100143638,1005253,1004873:22
100041324,100143638,1005253,1005014:21
100041324,1002544,100068488,100068493:22
100041324,1002544,100068488,1004249:21
100041324,1002544,1004226,100068488:20
100041324,1002544,1004226,1004249:25
100041324,1002544,1004767,100068488:22
100041324,1002544,1004767,1005115:20
100041324,1002544,1005115,100068488:23
100041324,1002544,1005115,1004226:20
100041324,1002544,1005115,1004249:23
100041324,1002544,1005115,1005253:21
100041324,1002544,1005160,100068488:26
100041324,1002544,1005160,100068493:21
100041324,1002544,1005160,1004249:23
100041324,1002544,1005160,1004659:20
100041324,1002544,1005160,1004767:22
100041324,1002544,1005160,1005115:20
100041324,1002544,1005160,1005253:25
100041324,1002544,1005253,100068488:23
100041324,1002544,1005253,1004249:21
100041324,1003712,100068488,100068493:25
100041324,1003712,100068488,1004249:20
100041324,1003712,100068488,1005014:23
100041324,1003712,100068493,100070533:20
100041324,1003712,100068493,1004249:21
100041324,1003712,100068493,1005014:26
100041324,1003712,100101230,100068493:20
100041324,1003712,100101230,1005014:21
100041324,1003712,1004653,1005014:20
100041324,1003712,1004659,100068488:24
100041324,1003712,1004659,100068493:24
100041324,1003712,1004659,100070533:26
100041324,1003712,1004659,100101230:23
100041324,1003712,1004659,1004653:21
